answers,cd,code,content
 ANSWERS:1 036 800 | 853 776 | 3 136 320 | 518 400,D02,02-09a-2a4," Có 2 lớp A và B trong đó mỗi lớp có 6 bạn. Xếp 12 bạn vào 2 dãy ghế đối diện nhau (mỗi dãy có 6 ghế). Hỏi có bao nhiêu cách xếp nếu 2 bạn ngồi đối diện nhau sẽ khác lớp, 2 bạn ngồi cạnh nhau sẽ cùng lớp ?"
 ANSWERS:258 | 792 | 729 | 396,D02,01-10a-2a5," Có bao nhiêu cách chia 12 người thành 2 nhóm, một nhóm 7 người, một nhóm 5 người?"
 ANSWERS:\(M\left( {1;4} \right).\) |  \(N\left( {1;2} \right).\)  | \(P\left( {3;4} \right).\) | \(Q\left( { - 1;2} \right).\),H02,01-28a-1a29,"  Trong mặt phẳng tọa độ Oxy, phép tịnh tiến theo vectơ   \(\overrightarrow v = \left( {1;3} \right)\) biến điểm  \(A\left( {2;1} \right)\) thành điểm nào trong các điểm sau"
 ANSWERS: \( - \frac{3}{8}\)   |  \( - \frac{1}{6}\)   |  \( - \frac{5}{3}\)   |  \( - \frac{4}{7}\)  ,D05,D05-08a-0e," Cho hàm số f(x) = \(\left\{ \begin{gathered} \frac{{\sqrt[3]{x} + 1}}{{\sqrt {{x^2} + 3} - 2}}\,\,\,\,\,\,\,\,\,\,\,\,\,\,x \ne - 1 \hfill \\ a + 1\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,\,x = - 1 \hfill \\ \end{gathered} \right.\)  . Tìm a để hàm số liên tục trên tập xác định"
 ANSWERS:2820 | 2814 | 2730 | 2769,D04,01-24a-3a28,  Cho cấp số nhân có số hạng tổng quát là  \({U_n} = \left( { - 7} \right){\left( { - 6} \right)^n}\)  .Tính  \({S_3} + {U_3}\) 
 ANSWERS:20 | 15 | 10 | 5,D09,10-45a-2001a16, Tích phân:  \(I = \int\limits_0^1 {\frac{x}{{\sqrt {x + 1} }}} {\text{d}}x = \frac{{a - b\sqrt c }}{d}\) . Tổng  \(ab + cd\) gần nhất giá trị nào sau đây?
 ANSWERS: \(\frac{{k\pi }}{2}\)  |  \(k\pi \)  |  \(\frac{{k\pi }}{8}\)  |  \(\frac{{k\pi }}{4}\) ,D01,02-14a-1a12,  Nghiệm của phương trình   \(\operatorname{s} {\text{inx}}.\cos x.\cos 2x = 0\)  là
 ANSWERS:6 | 4 | 10 | 24,D02,02-18a-2a2," An muốn qua nhà Bình để cùng Bình đến chơi nhà Cường. Từ nhà An đến nhà Bình có  \(4\)  con đường đi, từ nhà Bình tới nhà Cường có  \(6\)  con đường đi. Hỏi An có bao nhiêu cách chọn đường đi đến nhà Cường?"
 ANSWERS: \(\frac{{83}}{{216}}.\)  |  \(\frac{{91}}{{216}}.\)  |  \(\frac{{125}}{{216}}.\)  |  \(\frac{{104}}{{216}}.\) ,D02,02-28a-2a5,  Gieo một con súc sắc ba lần. Xác suất để ít nhất một lần xuất hiện mặt sáu chấm là?
 ANSWERS: \(k = 4\)  |  \(k = 3\)  |  \(k = 2\)  |  \(k = 1\) .,H04,02-22b-2002a20,  Cho hình chóp  \(S.ABCD\)  có đáy là hình bình hành tâm  \(O.\)  Gọi  \(G\)  là điểm thỏa mãn:  \(\overrightarrow {GS} + \overrightarrow {GA} + \overrightarrow {GB} + \overrightarrow {GC} + \overrightarrow {GD} = \overrightarrow 0 \). Tìm giá trị của  \(k\)  thích hợp điền vào đẳng thức vectơ: \(\overrightarrow {GS} = k.\overrightarrow {OG} \) 
 ANSWERS: \(y' = \frac{{ - 2\cot x}}{{{{\sin }^2}x.{{\cos }^2}\left( {{{\cot }^2}x} \right)}}\)  |  \(y' = \frac{{2\cot x}}{{{{\sin }^2}x.{{\cos }^2}\left( {{{\cot }^2}x} \right)}}\)  |  \(y' = \frac{{ - \cot x}}{{{{\sin }^2}x.{{\cos }^2}\left( {{{\cot }^2}x} \right)}}\)  |  \(y' = \frac{{\cot x}}{{{{\sin }^2}x.{{\cos }^2}\left( {{{\cot }^2}x} \right)}}\) ,D06,D06-02b-3a20, (20) Cho hàm số \(y = \tan \left( {{{\cot }^2}x} \right)\) . Đạo hàm của hàm số là
 ANSWERS: \(\frac{{{S_{tp}}}}{{{S_{xq}}}} = \frac{{48 + \sqrt 3 }}{7}\)   |  \(\frac{{{S_{tp}}}}{{{S_{xq}}}} = \frac{{35 + 5\sqrt 3 }}{2}\)   |  \(\frac{{{S_{tp}}}}{{{S_{xq}}}} = \frac{{50 - 5\sqrt 2 }}{{49}}\)   |  \(\frac{{{S_{tp}}}}{{{S_{xq}}}} = \frac{{10 + \sqrt 2 }}{{10}}\)   | Đáp án khác...,H06,H06-06a-62a,Cho hình lăng trụ ABC.A’B’C’ cạnh AA’ = 5a ; AB = 2a ; AC = 3a ; BC = 3a. Hãy tính tỉ số diện tích toàn phần và diện tích xung quanh của khối trụ có 2 đáy là đường tròn nội tiếp ABC và A’B’C’.
 ANSWERS:1 | 4 | 15 | 21,D07,D07-05a-0a21, Cho hàm số \(y = - a{x^3} - b{x^2} - cx + 3\)  . Biết hàm số đạt cực đại tại \(x = - 1\)  và đồ thị hàm số có điểm cực trị là \(M\left( {1;1} \right)\)  . Tính \(y\left( { - 2} \right)\)  
 ANSWERS:\(S = \frac{{233}}{6}\) | \(S = \frac{{76}}{3}\) |  \(S = \frac{{125}}{6}\)  |  \(S = \frac{1}{6}\) ,D09,10-49a-2001a2,  Tính diện tích hình phẳng \(S\)giới hạn bởi đồ thị của hai hàm số  \(y = {x^2} - 4\)  và  \(y = 3x\) .
 ANSWERS:4 |  \(\frac{{2 + 3\sqrt 2 }}{2}\)  |  \(\frac{{1 + 3\sqrt 2 }}{2}\)  | 6,D09,01-64a-5a6," Cho hàm số  \(f\left( x \right)\) có đạo hàm liên tục trên đoạn   \(\left[ {0;\frac{\pi }{4}} \right]\) thỏa mãn  \(f\left( {\frac{\pi }{4}} \right) = 3\) ,  \(\int\limits_0^{\frac{\pi }{4}} {\frac{{f\left( x \right)}}{{\cos x}}.dx = 1} \) và   \(\int\limits_0^{\frac{\pi }{4}} {\left[ {\sin x.\tan x.f\left( x \right)} \right]} .dx = 2\) .Tích phân  \(\int\limits_0^{\frac{\pi }{4}} {\sin x.f'\left( x \right).dx} \) bằng?"
 ANSWERS:380 | 352 | 432 | 512,D07,00-04a-3a7,"  Cho một tấm nhôm hình vuông cạnh  \(18\,cm\) . Người ta cắt ở bốn góc của tấm nhôm đó bốn hình vuông bằng nhau, mỗi hình vuông có cạnh bằng  \(x\left( {cm} \right)\) , rồi gập tấm nhôm lại như hình vẽ dưới đây để được một cái hộp không nắp. Thể tích lớn nhất cái hộp đó có thể đạt được là bao nhiêu \(c{m^3}?\) "
 ANSWERS: \({\text{f}}\left( c \right) > f\left( a \right) > f\left( b \right)\)  |  \({\text{f}}\left( a \right) > f\left( c \right) > f\left( b \right)\)  |  \({\text{f}}\left( a \right) > f\left( b \right) > f\left( c \right)\)  |  \({\text{f}}\left( b \right) > f\left( a \right) > f\left( c \right)\) ,D09,01-66a-2a1,  Cho hàm số  \(y = f\left( x \right)\) có đồ thị   \(y = f'\left( x \right)\) cắt trục  \({\text{Ox}}\) tại 3 điểm có hoành độ   \({\text{a < b < c}}\) như hình vẽ. Mệnh đề nào dưới đây là đúng?
 ANSWERS: \(\frac{{661}}{{715}}\)  |  \(\frac{{660}}{{713}}\)  |  \(\frac{6}{7}\)  |  \(\frac{5}{6}\) ,D02,01-18a-5a1," Thầy X có 15 cuốn sách gồm 4 cuốn sách toán, 5 cuốn sách lí và 6 cuốn sách hóa.Các cuốn sách đôi một khác nhau. Thầy X chọn ngẫu nhiên 8 cuốn sách để làm phần thưởng cho một học sinh. Tính xác suất để số cuốn sách còn lại của thầy X có đủ 3 môn."
 ANSWERS: \(\left( { - 1;\frac{{32}}{{15}}} \right)\)  |  \(\left( {1;\frac{{28}}{{15}}} \right)\)  |  \(\left( { - 1;\frac{{28}}{{15}}} \right)\)  |  \(\left( {0;2} \right)\) ,D07,00-11a-1a2,  Điểm cực đại của đồ thị hàm số  \(y = \frac{{{x^5}}}{5} - \frac{{{x^3}}}{3} + 2\)  là 
 ANSWERS:n=6 | n=5 | n=8 | n=9,D03,01-34a-1a11,  Tìm  \(n \in Z\) thỏa mãn  \(\frac{{(n + 1)!}}{{(n - 1)!}} = 72\) 
 ANSWERS:1 | 2 | 3 | 0,H04,02-23b-2002a18,Cho tứ diện ABCD. Gọi G là trọng tâm tứ diện. Xét các khẳng định sau :<br />(I):  \(\overrightarrow {GA} + \overrightarrow {GB} + \overrightarrow {GC} + \overrightarrow {GD} = \overrightarrow 0 \)  <br />(II) : \(\overrightarrow {MA} + \overrightarrow {MB} + \overrightarrow {MC} + \overrightarrow {MD} = 4\overrightarrow {MG} \)  <br />(III)  \(\overrightarrow {GA} + \overrightarrow {GB} = \overrightarrow {JG} \) ( J là trung điểm CD) <br />Số khẳng định đúng là
 ANSWERS: \(EF.\)  |  \(DC.\)  |  \(AD.\)  |  \(AB.\) ,H03,01-38a-1a20,"  Cho hình chóp \(S.ABCD\) có đáy \(ABCD\)là hình bình hành. Gọi \(I,J,E,F\) lần lượt là trung điểm \(SA,SB,SC,SD.\) Trong các đường thẳng sau, đường thẳng nào không song song với  \(IJ?\) "
 ANSWERS:2 | 4 | 0 | 6 | Đáp án khác...,D05,D05-02a-3b, Kết quả của giới hạn  \(\lim \frac{{\left( {1 + \frac{3}{n}} \right){{\left( {2 + \frac{1}{{{n^2}}}} \right)}^2}}}{{{{\left( {1 - \frac{1}{n}} \right)}^5}}}\)  là :
 ANSWERS:122 | -40 | -121 |  \(\frac{{ - 1023}}{2}\) ,D03,02-16a-3a5,"  Từ khai triển biểu thức  \(A = {\left( {2x - 1} \right)^n}\) thành đa thức, hãy tính tổng các hệ số của số hạng chứa x mũ chẵn của A, biết n nguyên dương thỏa mãn   \({3^n}C_n^n + {3^{n - 1}}C_n^{n - 1} + {3^{n - 2}}C_n^{n - 2} + ... + 3C_n^1 + {3^0}C_n^0 = 1024\) "
 ANSWERS:1080 | -810 | 810 | -1080,D03,02-22a-3a3,"  Tìm hệ số của  \({x^7}\)  trong khai triển   \({\left( {3{x^2} - \frac{2}{x}} \right)^n}\)  với  \(x \ne 0\) , biết hệ số của số hạng thứ ba trong khai triển khi mũ x giảm  bằng  \(1080.\) "
 ANSWERS:30 | 20 | 50 | 40,D04,01-39a-2a15," Số đo ba góc của một tam giác vuông lần lượt là A, B, C ( \(A \leqslant B < C\) ) lập thành một cấp cộng. Hãy tính hiệu B-A."
 ANSWERS: 24 |  36 |  45 |  64,D08,10-23a-2001a23, Phương trình:  \({\log _2}x + {\log _4}x + {\log _8}x = 11\)  có nghiệm là:
" ANSWERS:8 cm. | 16 cm. | 1,6 cm. | 160 cm.",XXX,LY-02-55ba21, Sóng truyền trên dây với vận tốc 4 m/s tần số sóng thay đổi từ 22 Hz đến 26 Hz. Điểm M cách nguồn một đọan 28 cm luôn dao động vuông pha với nguồn. Khoảng cách hai điểm gần nhau nhất trên phương truyền dao động ngược pha là
 ANSWERS:\( - 2x + 2y - 2z - 5 = 0\)  | \( - x + y - z + \frac{5}{2} = 0\)  | \( - 2x + 2y + 2z - 5 = 0\)  | \(2x + 2y + 2z - 5 = 0\)  | Đáp án khác...,H07,H07-04a-12d,Cho điểm A(0;1; 4) B(–1; 2; 3). Lập phương trình mặt phẳng (P) là mặt phẳng trung trực của đoạn AB
 ANSWERS: \(2x - y + 4 = 0.\)  |  \(2x - y = 0.\)  |  \(2x + y = 0.\)  |  \( - x + y - 4 = 0.\) ,H02,01-29a-3a8,"  Trong mặt phẳng với hệ tọa độ  \({\text{Ox}}y\)  cho đường thẳng  \(d\)  có phương trình  \(2x - y = 0\) . Phép đồng dạng là hợp thành của phép vị tự tâm  \(O(0;0)\) , tỉ số  \(k = - 2\) và phép đối xứng trục  \(Oy\) biến đường thẳng d thành đường thẳng nào ?"
 ANSWERS: \(3{x^3} - 5x\)   |  \( - 3{x^3} + 5x\)   |  \( - 12{x^3} + 4x\)   |  \(12{x^3} - 4x\)  ,D06,00-08b-4a6, Đạo hàm của hàm số \(y = \left( {{x^2} + 1} \right)\left( {5 - 3{x^2}} \right)\)  
 ANSWERS:3 | 4 | 2 | 1,D05,D05-01-1a1," (1)Cho  \(f(x) = \left\{ \begin{gathered}  {x^2} + 1\,\,\,x \ne 1 \hfill \\a\,\,\,\,\,\,\,\,\,\,\,x = 1 \hfill \\ \end{gathered} \right.\,\,\,\) . Tìm a để hàm số liên tục tại x=1"
 ANSWERS:2 |  \(\frac{2}{{25}}\)   |  \(\frac{1}{5}\)   |  \(\frac{2}{5}\)  ,D09,D09-01d-2i, Cho \({I_1} = \int\limits_{32}^{243} {5f(t)} dt = 2\)  tính  \({I_2} = \int\limits_2^3 {f({x^5}).{x^4}dx} \)  
" ANSWERS: \(\left( I \right)\)  đúng, \(\left( {II} \right)\)  sai |  \(\left( I \right)sai,\left( {II} \right)\)  đúng |  \(\left( I \right)\)  sai, \(\left( {II} \right)\)  sai |  \(\left( I \right)\)  đúng, \(\left( {II} \right)\)  đúng | Đáp án khác...",D05,D05-04a-4a, Cho: \(\mathop {\lim }\limits_{x \to 5} \left( {\frac{{x - 5}}{{\sqrt x - \sqrt 5 }}} \right) = 5\)  \(\left( I \right)\)  ; \(\mathop {\lim }\limits_{x \to 0} \left( {\frac{{{{\left( {x + 1} \right)}^3} - 1}}{x}} \right) = 3\)  \(\left( {II} \right)\)  .Phát biểu đúng là:
" ANSWERS: \(\overrightarrow e = \left( {4;15;4} \right)\)  |  \(\overrightarrow e = \left( {4;
- 12,5} \right)\)  |  \(\overrightarrow e = \left( {4;12;5} \right)\)  |  \(\overrightarrow e = \left( {4;
- 15;4} \right)\) ",H08,01-51a-4a1,"  Cho   \(\overrightarrow a \left( {2; - 5;3} \right),\overrightarrow b \left( {0;2; - 1} \right),\overrightarrow c \left( {1;7;2} \right)\) . Xác định  \(\overrightarrow e = \overrightarrow a + 3\overrightarrow b + 2\overrightarrow c \) "
 ANSWERS: \({\left( {x + 2} \right)^2} + {\left( {y - 1} \right)^2} = 4.\)  |  \({\left( {x + 2} \right)^2} + {\left( {y + 1} \right)^2} = 1.\)  |  \({\left( {x - 2} \right)^2} + {\left( {y - 1} \right)^2} = 1.\)  |  \({\left( {x + 2} \right)^2} + {\left( {y - 1} \right)^2} = 1.\) ,H02,01-15a-4a9,  Trong mặt phẳng với hệ tọa độ  \({\text{Ox}}y\)  cho đường tròn   \((C):{\left( {x - 2} \right)^2} + {\left( {y - 4} \right)^2} = 4\) . Phép đồng dạng là hợp thành của phép vị tự tâm  \(O(0;0)\) tỉ số  \(k = \frac{1}{2}\) và phép quay tâm  \(O(0;0)\)  góc quay  \({90^0}\)  biến  \((C)\)  thành đường tròn nào ?
 ANSWERS:1 | 3 | 5 | 7,H08,01-57a-4a7,"  Cho  \(\overrightarrow a \left( {m;1;2} \right),\overrightarrow b \left( {6;n;4} \right)\)  biết  \(\overrightarrow a \)  cùng phương với  \(\overrightarrow b \) . Tính  \(m + n\) "
 ANSWERS: Nếu \(\left( P \right)\) song song với \(a\) thì \(\left( P \right)\) cũng song song với \(b.\) |  Nếu \(\left( P \right)\) cắt \(a\) thì \(\left( P \right)\) cũng cắt \(b.\) |  Nếu \(\left( P \right)\) chứa \(a\) thì \(\left( P \right)\) cũng chứa \(b.\) |  Tất cả các khẳng định đều sai ,H03,12-20b-2002a19,  Cho mặt phẳng \(\left( P  \right)\) và hai đường thẳng song song \(a\) và \(b\). Khẳng định nào sau đây đúng? 
" ANSWERS: Hàm số đồng biến trên khoảng \(\left( { - \sqrt {\frac{3}{2}} ;
+ \infty } \right)\). |  Hàm số nghịch biến trên khoảng \(\left( { - \infty ;
- \sqrt {\frac{3}{2}} } \right)\). |  Hàm số nghịch biến trên khoảng \(\left( {0;\sqrt {\frac{3}{2}} } \right)\). |  Hàm số đồng biến trên khoảng \(\left( { - \sqrt {\frac{3}{2}} ;0} \right)\).",D07,01-63a-1a3,  Cho hàm số \(y = {x^4} - 3{x^2} + 2\). Mệnh đề nào sau đây sai?
 ANSWERS: \(8\pi {a^2}\sqrt 3 \)   |  \(6\pi {a^2}\sqrt 2 \)   |  \(8\pi {a^2}\sqrt 2 \)   |  \(6\pi {a^2}\sqrt 3 \)   | Đáp án khác...,H06,H06-06a-26a,Gọi S là diện tích xung quanh của trụ tròn xoay được sinh ra bởi đoạn thẳng AC của hình lâp phương ABCD.A’B’C’D’ có cạnh 2a khi quay xung quanh A’C’. Tính S?
" ANSWERS: \(SG \cap \left( {ABI} \right) = \left\{ I \right\}\)  |  Thiết diện của  \(\left( {ABI} \right)\) với hình chóp là tam giác ABF |  Thiết diện của  \(\left( {BIG} \right)\) với hình chóp là tam giác SBG | A,B,E,F đồng phẳng",H01,02-03a-2a9," Cho hình chóp  \(S.ABC\) .G là trọng tâm tam giác ABC, I là trung điểm SG. AG cắt BC tại E, AI cắt SE tại F. Khẳng định nào sau đây đúng?"
 ANSWERS: \({y^{(4)}} = 13440{(2x - 1)^3}\)  |  \({y^{(4)}} = 14{(2x - 1)^6}\)  |  \({y^{(4)}} = 168{(2x - 1)^5}\)  |  \({y^{(4)}} = 1680{(2x - 1)^4}\) ,D06,00-22b-4a10,  Tính đạo hàm cấp 4 (rút gọn hết mức có thể) của hàm số: \(y = {(2x - 1)^7}\) 
 ANSWERS:\(\frac{x}{2} + \frac{y}{{ - 1}} + \frac{z}{2} = 0\) | \(\frac{x}{2} + \frac{y}{{ - 1}} + \frac{z}{2} = - 1\) | \(\frac{x}{2} + \frac{y}{1} + \frac{z}{2} = 1\) | \(\frac{x}{2} + \frac{y}{{ - 1}} + \frac{z}{2} = 1\),H07,00-44a-1a45,"  Trong không gian Oxyz, cho ba điểm  \(M\left( {2;0;0} \right),N\left( {0; - 1;0} \right)\) và \(P\left( {0;0;2} \right).\) Mặt phẳng \(\left( {MNP} \right)\) có phương trình là:"
 ANSWERS:\(2\sqrt {13} \) | \(2\sqrt 7 \) | \(2\sqrt 2 \) | \(10\),D10,10-52a-2001a25," Biết phương trình \({z^2} + mz + n = 0\) (với \(m,{\text{ }}n\) là các tham số thực) có một nghiệm là  \(z = 1 + i\) . Tính môđun của số phức  \({\text{w}} = 2m + 3ni\) . "
 ANSWERS:131 | 167 | 210 | 231,D02,02-15a-2a1,"  Một người có  \(7\)  cái áo màu hồng,  \(5\) cái áo màu đỏ và  \(11\)  cái áo màu xanh. Hỏi người đó có bao nhiêu cách chọn hai cái áo màu khác nhau? "
 ANSWERS: \(\frac{{{S_{xq}}}}{{{S_{tp}}}} = \frac{3}{7}\)   |  \(\frac{{{S_{xq}}}}{{{S_{tp}}}} = \frac{7}{{12}}\)   |  \(\frac{{{S_{xq}}}}{{{S_{tp}}}} = \frac{5}{6}\)   |  \(\frac{{{S_{xq}}}}{{{S_{tp}}}} = \frac{6}{{11}}\)   | Đáp án khác...,H06,H06-06a-63a,Cho hình lăng trụ ABC.A’B’C’ cạnh AA’ = 3a ; AB = 3a ; AC = 4a ; BC = 5a. Hãy tính tỉ số diện tích xung quanh và diện tích toàn phần của khối trụ có 2 đáy là đường tròn ngoại tiếp ABC và A’B’C’.
 ANSWERS:\(ODEF\) | \(OCDE\) | \(OAFE\) | \(OBCD\),H02,01-21a-5a7,  Cholục giác đều \(ABCDEF\) tâm \(O\)(hình vẽ). Phép tịnh tiến theo véctơ \(\overrightarrow {BC} \) biến hình thoi \(ABOF\) thành hình thoi nào sau đây?.
 ANSWERS: \(y' = \cos x - \left( {2x + 1} \right).\cos \left( {{x^2} + x} \right)\)  |  \(y' = \cos x + \left( {2x + 1} \right).\cos \left( {{x^2} + x} \right)\)  |  \(y' = - \cos x + \left( {2x + 1} \right).\cos \left( {{x^2} + x} \right)\)  |  \(y' = - \cos x + \left( {2x + 1} \right).\cos \left( {{x^2} + x} \right)\) ,D06,02-31a-7a4,  Cho hàm số \(y = \sin x - \sin \left( {{x^2} + x} \right)\) . Đạo hàm của hàm số là
 ANSWERS: \(\frac{3}{4}{a^2}\)  |  \( - \frac{1}{4}{a^2}\)  |  \(\frac{{\sqrt 3 }}{4}{a^2}\)  |  \( - \frac{{\sqrt 3 }}{2}{a^2}\) ,H04,01-25a-4a8,  Cho tứ diện đều ABCD cạnh a.  \(BH \bot CD\) . Tính  \(\overrightarrow {BD} .\overrightarrow {DH} \) 
 ANSWERS: Đồ thị hàm số đã cho có hai tiệm cận ngang là các đường thẳng  \(y = 2\) và  \(y = - 2\)  |  Đồ thị hàm số đã cho có hai tiệm cận ngang là các đường thẳng  \(x = 2\) và  \(x = - 2\)  |  Đồ thị hàm số đã cho không có tiệm cận ngang |  Đồ thị hàm số đã cho có đúng 1 tiệm cận ngang,D07,01-57a-1a4,  Cho hàm số  \(y = f\left( x \right)\)  có   \(\mathop {\lim }\limits_{x \to + \infty } f\left( x \right) = 2\) và  \(\mathop {\lim }\limits_{x \to - \infty } f\left( x \right) = - 2\) .Khẳng định nào sau đây là khẳng định đúng?
 ANSWERS: \(50\sqrt 5 \)  |  \(50\sqrt {2 - \sqrt 3 } \)  |  \(50\sqrt {15} \)  |  \(50\sqrt {4 + \sqrt 3 } \) ,H06,01-68a-3a5,"  Một khối trụ có chiều cao  \(h = 10\)  và bán kính đáy  \(r = 5\) . Kẻ hai bán kính đáy OA và O’B lần lượt nằm trên hai đáy, sao cho chúng hợp với nhau góc  \(30^\circ \) . Cắt mặt trụ bởi một mặt phẳng chứa AB và song song với trục của khối trụ. Tính diện tích thiết diện."
 ANSWERS: \(\frac{{13}}{3}\)  |  \(3\)  |  \(\frac{{12}}{5}\)  |  Không tồn tại điểm M,H07,00-26a-3a6,"  Cho đường thẳng  \(d:\frac{{x - 2}}{1} = \frac{{y - 1}}{2} = \frac{{z + 1}}{1}\) ,   \(N\left( {1;1;1} \right)\,\) . Điểm \(M \in d\) để góc giữa MN và đường thẳng d có cosin bằng  \(\frac{5}{{3\sqrt 6 }}\) . Tính tổng các giá trị của  \({x_M}\)  của các điểm M thỏa mãn yêu cầu bài toán"
" ANSWERS:\(m \in \left[ {2;5} \right)\) | \(m \leqslant 2\) | \(m = 2\) | \(m = 5;\,m < 2\)",D07,01-72a-1a5,  Cho hàm số\(y = f\left( x \right)\) có bảng biến thiên như sau :|<|01-72a-1-image4|>|  Giá trị của m để phương trình \(f\left( x \right) - m = 0\) có hai nghiệm là :
 ANSWERS:6 | 4 | 5 | 3,D08,01-54a-5a4,  Tìm số nghiệm nguyên của bất phương trình  \({2^{2{x^2} - 15x + 100}} - {2^{{x^2} + 10x - 50}} + {x^2} - 25x + 150 < 0\).
 ANSWERS: Hình biểu diễn của một đoạn thẳng là một đoạn thẳng. |  Hình biểu diễn của một tam giác là một tam giác. |  Hình biểu diễn của một hình thang là một hình thang. |  Hình biểu diễn của một đường tròn là một đường tròn.,H03,12-19b-2002a27, Mệnh đề nào sau đây là sai ?
" ANSWERS: \(x \in \left( {1;3} \right)\)  |  \(x \in \left[ {1;3} \right]\)  |  \(x \in \left( { - \infty ;1} \right)\)  |  \(x \in \left( { - \infty ;1} \right) \cup \left( {3;
+ \infty } \right)\) ",D08,00-20a-4a7,  Giải bất phương trình   \({\left( {2 + \sqrt 3 } \right)^{\frac{{x - 3}}{{x - 1}}}} < {\left( {2 - \sqrt 3 } \right)^{\frac{{x - 1}}{{x - 3}}}}\) 
 ANSWERS:5 | 6 | 7 | 8,D08,00-42a-1a31,"  Một giáo viên sau \(10\) năm tích góp được số tiền \(100\) triệu đồng và quyết định gửi vào ngân hàng với lãi xuất \(7,5\% \) một năm . Biết rằng nếu không rút tiền ra khỏi ngân hàng thì cứ sau mỗi năm, số tiền lãi sẽ nhập vào vốn ban đầu. Nếu lãi xuất không thay đổi thì tối thiểu sau bao nhiêu năm thì giáo viên đó có được số tiền là \(165\) triệu đồng ( tính cả gốc lẫn lãi ) ?"
 ANSWERS: \(\frac{{\left( {{b^2} + 1} \right)\left( {b + 1} \right)}}{{b + 10}}\)  |  \(\frac{{{{\left( {b + 1} \right)}^2}}}{{b + 10}}\)  |  \(\frac{{{b^2} - 1}}{{b + 10}}\)  |  \(\frac{{\left( {{b^2} + 1} \right)\left( {b - 1} \right)}}{{b + 10}}\) ,D05,00-16b-1a5, tính  \(\mathop {\lim }\limits_{x \to b} \left( {\frac{{{x^4} - 1}}{{{x^2} + 11x + 10}}} \right)\) 
 ANSWERS: \(\frac{{20}}{3}\pi {a^3}\)  |  \(\frac{{13}}{2}\pi {a^3}\)  |  \(\frac{{17}}{3}\pi {a^3}\)  |  \(\frac{{24}}{5}\pi {a^3}\) ,H06,00-25a-3a23,"  Cho tam giác ABC vuông tại A có   \(AB = 4a,\,\,AC = 2a\sqrt 2 \) . Gọi M, N, P lần lượt là trung điểm của AB, BC, AC. Tính thể tích của khối tròn xoay tạo được khi quay phần bị gạch chéo quanh AB."
 ANSWERS:25 | 35 | 30 | 20 | Đáp án khác...,H07,H07-02a-4e," Cho 4 điểm A (2;–1;6), B(–3;–1;–4), C(5;–1;0), D(1;2;1). Tính thể tích tứ diện ABCD "
" ANSWERS: \(54,{73^o}\)  |  \(48,{18^o}\)  |  \(35,{25^o}\)  |  \(67,{78^o}\) ",H05,01-36a-3a9,"  Cho hình chóp S.ABCD , \(SA = a.SA \bot (ABCD)\) . Đáy là hình vuông cạnh a.Gọi N là trung điểm SD.Tính góc giữa (NAC) và (ABCD)"
 ANSWERS: \(y = x - \sin x\)  |  \(y = 3 - 4{\sin ^2}x.{\cot ^2}x\)  |  \(y = \left( {2 + \cos x} \right)\left( {3\cos x - 1} \right)\)  |  \(y = \tan x.\tan 2x\) ,D01,02-04a-1a33, Hàm số nào sau đây là hàm số lẻ?
 ANSWERS: \(S = \int\limits_a^b {\left| {{f_1}\left( x \right) - {f_2}\left( x \right)} \right|dx.} \)  |  \(S = \int\limits_a^b {\left( {{f_1}\left( x \right) - {f_2}\left( x \right)} \right)dx.} \)  |  \(S = \int\limits_m^n {\left| {{f_1}\left( x \right) - {f_2}\left( x \right)} \right|dx.} \)  |  \(S = \int\limits_m^n {{f_2}\left( x \right)dx} - \int\limits_m^n {{f_1}\left( x \right)dx} .\) ,D09,01-61a-2a10,"  Cho hình phẳng  \(\left( H \right)\) giới hạn bởi đồ thị của hai hàm số   \({f_1}\left( x \right),{f_2}\left( x \right)\) liên tục trên đoạn  \(\left[ {m;n} \right]\)  và 2 đường thẳng  \(x = m\) và  \(x = n\)  (tham khảo hình vẽ dưới). Công thức tính diện tích của hình  \(\left( H \right)\) "
