cd,text_encoded,answers_encoded
D06,"0 trong mot khao sat, uoc tinh luong xang dau tieu thu cua mot thanh pho duoc tinh theo cong thuc d left t right = 0 + t^0 0 + t thung . gia su d' left t right la toc do tieu thu xang dau thang thu t ke tu khi bat dau khao sat. hoi toc do tieu thu xang dau lon nhat vao thang thu bao nhieu? answers:0 | 0 | 0 | 0",answers:0 | 0 | 0 | 0
H05,cho hinh chop s.abc co sa bot left abc right . day abc la tam giac vuong can tai c. cho sc = a . goi alpha la goc giua mat phang sbc va abc . tim cosin cua goc alpha de the tich khoi chop lon nhat. answers: sqrt frac 0 0 | sqrt frac 0 0 | sqrt frac 0 0 | . sqrt frac 0 0,answers: sqrt frac 0 0 | sqrt frac 0 0 | sqrt frac 0 0 | . sqrt frac 0 0
D07,ham so y = + x^0 + 0 x^0 + 0 co may diem cuc tri ? answers:0 | 0 | 0 | 0,answers:0 | 0 | 0 | 0
H08,"trong khong gian voi he toa do oxyz , cho vecto overrightarrow u = left 0,0,0 right va vecto don vi overrightarrow v thoa man left| overrightarrow u + overrightarrow v right| = 0. do dai cua vecto overrightarrow u + overrightarrow v bang: answers:0 | 0 | 0 | 0",answers:0 | 0 | 0 | 0
D05,khang dinh sau khang dinh nao sai: answers: lim left 0^ n + 0 + 0^n + 0^ n + 0 right = + infty | lim left 0 n^0 + 0 n^0 + 0 right = + infty | lim left 0^n + 0^ n + 0 + 0 right = + infty | lim frac n + n^0 0n + 0 = + infty,answers: lim left 0^ n + 0 + 0^n + 0^ n + 0 right = + infty | lim left 0 n^0 + 0 n^0 + 0 right = + infty | lim left 0^n + 0^ n + 0 + 0 right = + infty | lim frac n + n^0 0n + 0 = + infty
D09,"cho ham so f left x right xac dinh tren left 0; + infty right backslash left e right , thoa man f' left x right = frac 0 x left ln x + 0 right , f left frac 0 e^0 right = ln 0 va f left e^0 right = 0. gia tri bieu thuc f left frac 0 e right + f left e^0 right bang answers: 0 left ln 0 + 0 right . | 0 ln 0. | 0 ln 0 + ln 0 + 0 | 0 ln 0 + 0",answers: 0 left ln 0 + 0 right . | 0 ln 0. | 0 ln 0 + ln 0 + 0 | 0 ln 0 + 0
D02,0 lop 0 ban hoc sinh. hoi co bao nhieu cach xep 0 ban vao 0 ghe dat thanh 0 hang ngang sao cho ban linh va ban trang khong ngoi canh nhau ? answers:0 0 0 | 0 0 0 | 0 0 0 | 0 0 0,answers:0 0 0 | 0 0 0 | 0 0 0 | 0 0 0
H05,cho s.abcd co mathbf sa bot left mathbf abcd right . sa = a. day la hinh vuong canh a.tinh khoang cach tu a den mat phang sbd theo a answers: frac a 0 | frac a sqrt 0 | frac a sqrt 0 | frac a 0,answers: frac a 0 | frac a sqrt 0 | frac a sqrt 0 | frac a 0
H07,"trong tam giac abc cho a left 0;0;0 right ,b left 0;0;0 right ,c left 0; + 0;0 right . tu a ke ae vuong goc voi bc left e in bc right . tim toa do e answers: e left frac 0 0 ; frac 0 0 ; frac 0 0 right | e left + frac 0 0 ; frac 0 0 ; frac 0 0 right | e left + frac 0 0 ;
+ frac 0 0 ;
+ frac 0 0 right | e left frac 0 0 ; frac 0 0 ;
+ frac 0 0 right | dap an khac...","answers: e left frac 0 0 ; frac 0 0 ; frac 0 0 right | e left + frac 0 0 ; frac 0 0 ; frac 0 0 right | e left + frac 0 0 ;
+ frac 0 0 ;
+ frac 0 0 right | e left frac 0 0 ; frac 0 0 ;
+ frac 0 0 right | dap an khac..."
H02,duong thang d':0x + y + 0 = 0 la anh cua duong thang d:0x + y + 0 = 0 qua phep vi tu tam i left + 0;0 right voi ti so k . gia tri cua k la answers:+0 | +0 | 0 | 0,answers:+0 | +0 | 0 | 0
D07,"mot vat chuyen dong theo quy luat s = 0 t^0 + frac 0 0 t^0 ,voi t giay la khoang thoi gian tinh tu luc vat bat dau chuyen dong va s m la quang duong vat di duoc trong khoang thoi gian do. hoi trong khoang thoi gian 0 giay ke tu khi vat bat dau chuyen dong, van toc v m/s cua vat dat gia tri lon nhat tai thoi diem t s bang answers:0 s | 0 s | 0 s | 0 s",answers:0 s | 0 s | 0 s | 0 s
H08,"trong khong gian voi he toa do oxyz , giao diem cua hai duong thang left d right : frac x + 0 0 = frac y + 0 0 = frac z + 0 0 va left d' right : frac x + 0 0 = frac y + 0 + 0 = frac z + 0 + 0 co toa do la: answers: left 0;0;0 right | left 0;
+ 0;0 right | left 0;0;0 right | left + 0;
+ 0;0 right","answers: left 0;0;0 right | left 0;
+ 0;0 right | left 0;0;0 right | left + 0;
+ 0;0 right"
D07,tim tat ca cac gia tri cua tham so m de ham so y = + x^0 + m x^0 + x co 0 diem cuc tri. answers: left| m right| geqslant sqrt 0 | left| m right| > 0 | left| m right| > 0 sqrt 0 | left| m right| > sqrt 0,answers: left| m right| geqslant sqrt 0 | left| m right| > 0 | left| m right| > 0 sqrt 0 | left| m right| > sqrt 0
D09,"tinh the tich hinh phang xoay quanh truc ox gioi han boi y = ln x + 0 , y = 0,x = 0 answers: pi ln 0 + 0 pi + pi ln ^0 0 | 0 pi ^0 + pi ln ^0 0 | 0 pi ln ^0 0 + 0 pi ln 0 + 0 pi | 0 pi ln ^0 0 + pi",answers: pi ln 0 + 0 pi + pi ln ^0 0 | 0 pi ^0 + pi ln ^0 0 | 0 pi ln ^0 0 + 0 pi ln 0 + 0 pi | 0 pi ln ^0 0 + pi
D05,"cho ham so f x = left begin gathered frac 0 x^0 + x^0 + 0x + 0 x^0 + x + 0 , , , , , , , , , , , , , ,x ne 0 hfill a , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,x = 0 hfill end gathered right. tim a de ham so lien tuc tren tap xac dinh answers: khong ton tai a | a in mathbb r | 0 | 0",answers: khong ton tai a | a in mathbb r | 0 | 0
D05,"0 tim so khang dinh dung ? i : y = f x lien tuc tren mot khoang neu no gian doan tai nhieu nhat 0 diem cua khoang do. ii : y = f x lien tuc tren doan left a;b right neu no lien tuc tren left a;b right va mathop lim limits_ x to a^ + f x = f a , mathop lim limits_ x to b^ + f x = f b . iii :ham so da thuc lien tuc tren tap r answers:0 | 0 | 0 | 0",answers:0 | 0 | 0 | 0
H07,"cho diem a 0;0; 0 , b +0; 0; 0 , c 0; +0; 0 , d +0; +0; 0 . lap phuong trinh mat phang p di qua a va song song voi mat phang bcd answers: 0x + 0z + 0 = 0 | 0x + 0z + 0 = 0 | 0x + 0y + 0 = 0 | 0x + 0y + 0 = 0 | dap an khac...",answers: 0x + 0z + 0 = 0 | 0x + 0z + 0 = 0 | 0x + 0y + 0 = 0 | 0x + 0y + 0 = 0 | dap an khac...
D09,tich phan i = int limits_0^0 frac x^0 + x sqrt x^0 + 0 text d x = frac 0 0 left 0 sqrt a + b right . tinh a + 0b = ? answers:0 | 0 | 0 | 0,answers:0 | 0 | 0 | 0
H03,"cho s.abcd. mathbf sa bot left mathbf abcd right . day la hinh chu nhat.tu a ke mathbf ae bot mathbf sd , text mathbf af bot mathbf sb . chon dap an dung answers: left aef right bot left sac right | left aef right bot left abcd right | left sab right bot left scd right | left sad right bot left scb right",answers: left aef right bot left sac right | left aef right bot left abcd right | left sab right bot left scd right | left sad right bot left scb right
D03,trong khai trien nhi thuc left 0 + x right ^0 xet cac khang dinh sau: i. gom co 0 so hang.ii. so hang thu 0 la 0x.iii. he so cua x^0 la 0. trong cac khang dinh tren answers: chi i va iii dung | chi ii va iii dung | chi i va ii dung | ca ba dung,answers: chi i va iii dung | chi ii va iii dung | chi i va ii dung | ca ba dung
D08,cho 0^x + 0^ + x = 0 . khi do bieu thuc p = frac 0 + 0^x + 0^ + x 0 + 0^x + 0^ + x co gia tri bang: answers: + frac 0 0 | frac 0 0 | frac 0 0 | 0,answers: + frac 0 0 | frac 0 0 | frac 0 0 | 0
H07,"cho overrightarrow a = left 0;0;0 right va overrightarrow b = left + 0;0;0 right . tinh tich co huong cua overrightarrow a va overrightarrow b answers: left + 0;
+ 0;0 right | left + 0;0;0 right | left 0;0;0 right | left 0;
+ 0;0 right","answers: left + 0;
+ 0;0 right | left + 0;0;0 right | left 0;0;0 right | left 0;
+ 0;0 right"
D07,tim cuc tri cua ham so sau: y = frac 0 x^0 + x + 0 x + 0 . answers: y_ cd = 0 khi x = + 0 va y_ ct = 0 khi x = 0 | y_ cd = + 0 khi x = + 0 va y_ ct = 0 khi x = 0 | y_ cd = 0 khi x = + 0 va y_ ct = 0 khi x = 0 | y_ cd = + 0 khi x = + 0 va y_ ct = + 0 khi x = 0,answers: y_ cd = 0 khi x = + 0 va y_ ct = 0 khi x = 0 | y_ cd = + 0 khi x = + 0 va y_ ct = 0 khi x = 0 | y_ cd = 0 khi x = + 0 va y_ ct = 0 khi x = 0 | y_ cd = + 0 khi x = + 0 va y_ ct = + 0 khi x = 0
D09,mot nguyen ham cua ham so f x = sqrt 0 + 0x la: answers: frac 0 0 0x + 0 sqrt 0 + 0x | + frac 0 0 0 + 0x sqrt 0 + 0x | frac 0 0 0x + 0 sqrt 0 + 0x | frac 0 0 0 + 0x sqrt 0 + 0x,answers: frac 0 0 0x + 0 sqrt 0 + 0x | + frac 0 0 0 + 0x sqrt 0 + 0x | frac 0 0 0x + 0 sqrt 0 + 0x | frac 0 0 0 + 0x sqrt 0 + 0x
D03,tinh tong s tat ca cac he so trong khai trien left 0x + 0 right ^ 0 . answers: s = 0. | s = + 0. | s = 0. | s = 0.,answers: s = 0. | s = + 0. | s = 0. | s = 0.
D09,mot vat chuyen dong voi van toc la v left t right = 0 + sin left 0 pi t + 0 right left m/s right . goi s0 la quang duong vat do di trong 0 giay dau va s0 la quang duong di tu giay thu 0 den giay thu 0. ket luan nao sau day la dung ? answers: 0 s_0 = s_0 | s_0 = s_0 | 0 s_0 = s_0 | s_0 = 0 s_0,answers: 0 s_0 = s_0 | s_0 = s_0 | 0 s_0 = s_0 | s_0 = 0 s_0
D04,tim so hang u_ 0 cua cap so cong la day tang biet: left begin gathered u_0 + u_ 0 = 0 hfill left u_0 right ^0 + left u_ 0 right ^0 = 0 hfill end gathered right. answers:0 va frac 0 0 | 0 va frac 0 0 | 0 va frac 0 0 | 0 va frac 0 0,answers:0 va frac 0 0 | 0 va frac 0 0 | 0 va frac 0 0 | 0 va frac 0 0
D01,chu ki cua ham so y = 0 cot left 0x right la? answers: frac pi 0 | pi | frac pi 0 | frac pi 0,answers: frac pi 0 | pi | frac pi 0 | frac pi 0
H07,mot hinh tru co hai duong tron day noi tiep hai mat cua hinh lap phuong canh bang 0a .the tich cua khoi tru do la: answers: frac 0 0 pi a^0 | frac 0 0 pi a^0 | frac 0 0 pi a^0 | 0 pi a^0,answers: frac 0 0 pi a^0 | frac 0 0 pi a^0 | frac 0 0 pi a^0 | 0 pi a^0
H06,bat dien deu co bao nhieu canh answers:0 | 0 | 0 | 0,answers:0 | 0 | 0 | 0
D08,"ong a vay ngan hang 0 trieu dong voi lai suat 0%/thang. ong ta muon hoan no cho ngan hang theo cach: sau dung mot thang ke tu ngay vay, ong bat dau hoan no; hai lan hoan no lien tiep cach nhau dung mot thang, so tien hoan no o moi thang la nhu nhau va ong a tra het no sau dung 0 nam ke tu ngay vay. biet rang moi thang ngan hang chi tinh lai tren so du no thuc te cua thang do. hoi so tien moi thang on ta can tra cho ngan hang gan nhat voi so tien nao duoi day? answers: 0,0 trieu dong. | 0,0 trieu dong. | 0,0 trieu dong. | 0,0 trieu dong.","answers: 0,0 trieu dong. | 0,0 trieu dong. | 0,0 trieu dong. | 0,0 trieu dong."
D10,phuong trinh nao duoi day nhan hai so phuc 0 + sqrt 0 i va 0 + sqrt 0 i la nghiem? answers: z^0 + 0z + 0 = 0 | z^0 + 0z + 0 = 0 | z^0 + 0z + 0 = 0 | z^0 + 0z + 0 = 0,answers: z^0 + 0z + 0 = 0 | z^0 + 0z + 0 = 0 | z^0 + 0z + 0 = 0 | z^0 + 0z + 0 = 0
H07,tinh khoang cach giua 0 duong thang : frac x + 0 + 0 = frac y + 0 0 = frac z + 0 0 va left begin gathered x = 0 + 0t hfill y = + 0 + t hfill z = 0 hfill end gathered right. answers: frac sqrt 0 0 | sqrt 0 | frac 0 sqrt 0 | sqrt 0,answers: frac sqrt 0 0 | sqrt 0 | frac 0 sqrt 0 | sqrt 0
H03,cho hinh lap phuong abcd.a'b'c'd' canh a.goi m la trung diem a'b' .n la diem thuoc canh cc' sao cho cc' = 0c'n . khang dinh nao sau day la dung: answers: ad' bot mn | am bot nd' | am bot mc' | am bot mn,answers: ad' bot mn | am bot nd' | am bot mc' | am bot mn
D08,"tim tap xac dinh cua ham so y = ln left sqrt x^0 + x + 0 + x right . answers: left + infty ;
+ 0 right | left + infty ;
+ 0 right cup left 0;
+ infty right | left 0;
+ infty right | left + infty ;
+ 0 right cup left 0;
+ infty right","answers: left + infty ;
+ 0 right | left + infty ;
+ 0 right cup left 0;
+ infty right | left 0;
+ infty right | left + infty ;
+ 0 right cup left 0;
+ infty right"
D06,"cho y = frac 0x + 0 x + 0 left c right . viet pt tiep tuyen cua c biet he so goc cua tiep tuyen bang 0 answers: y = 0x + 0 | left begin gathered y = 0x + 0 hfill y = 0x + 0 hfill 
 end gathered right. | left begin gathered y = 0x + 0 hfill y = 0x + 0 hfill 
 end gathered right. | y = 0x + 0","answers: y = 0x + 0 | left begin gathered y = 0x + 0 hfill y = 0x + 0 hfill 
 end gathered right. | left begin gathered y = 0x + 0 hfill y = 0x + 0 hfill 
 end gathered right. | y = 0x + 0"
D09,cho a > 0 va a ne 0 . c la hang so. phat bieu nao sau day dung ? answers: int a^x dx = a^x . ln a + c | int a^ 0x dx = frac a^ 0x 0 ln a + c | int a^ 0x dx = a^ 0x + c | int a^ 0x dx = a^ 0x . ln a + c,answers: int a^x dx = a^x . ln a + c | int a^ 0x dx = frac a^ 0x 0 ln a + c | int a^ 0x dx = a^ 0x + c | int a^ 0x dx = a^ 0x . ln a + c
D07,cho ham so y = frac 0 0 x^0 + m x^0 + 0 left 0 m^0 + 0 right x + frac 0 0 . tim m de ham so co 0 cuc tri x_0 ; x_0 thoa man x_0 x_0 + 0 left x_0 + x_0 right = 0 : answers: frac 0 0 | frac 0 0 | frac 0 0 | ko co m thoa man,answers: frac 0 0 | frac 0 0 | frac 0 0 | ko co m thoa man
H05,"cho khoi tu dien abcd. lay mot diem m nam giua a va b, mot diem n nam giua c va d. bang hai mat phang left mcd right va nab ta chia khoi tu dien da cho thanh bon khoi tu dien: answers:amcn, amnd, amcd, bmcn | amcn, amnd, bmcn, bmnd | amcd, amnd, bmcn, bmnd | bmcd, bmnd, amcn, amdn","answers:amcn, amnd, amcd, bmcn | amcn, amnd, bmcn, bmnd | amcd, amnd, bmcn, bmnd | bmcd, bmnd, amcn, amdn"
H05,cho hinh chop s.abcd co day abcd la hinh thoi canh bang a va widehat abc = 0^ circ . canh ben sd = a sqrt 0 . hinh chieu vuong goc cua s tren mat phang day la diem h thuoc doan bd thoa man hd = 0hb . tinh the tich khoi chop s.abcd. answers: frac a^0 sqrt 0 0 | frac a^0 sqrt 0 0 | frac a^0 sqrt 0 0 | frac a^0 sqrt 0 0,answers: frac a^0 sqrt 0 0 | frac a^0 sqrt 0 0 | frac a^0 sqrt 0 0 | frac a^0 sqrt 0 0
D02,"gieo hai con suc sac i va ii can doi, dong chat mot cach doc lap. ta co bien co a : ""co it nhat mot con suc sac xuat hien mat 0 cham"". luc nay gia tri cua p left a right la: answers: frac 0 0 | frac 0 0 | frac 0 0 | frac 0 0",answers: frac 0 0 | frac 0 0 | frac 0 0 | frac 0 0
H06,mot ho boi hinh hop chu nhat co day la hinh vuong canh bang 0m . luong nuoc trong ho cao 0m. the tich nuoc trong ho la: answers: 0 left m^0 right | 0 left m^0 right | 0 left m^0 right | 0 left m^0 right,answers: 0 left m^0 right | 0 left m^0 right | 0 left m^0 right | 0 left m^0 right
H06,cho ham so f left x right co dao ham f' left x right = left x + 0 right ^0 left x + 0 right ^0 left x + 0 right ^0 voi moi x in mathbb r . so diem cuc tri cua ham so g left x right = f left left| x right| right la answers:0 | 0 | 0 | 0,answers:0 | 0 | 0 | 0
D07,cho ham so y = f left x right co mathop lim limits_ x to + infty f left x right = 0 va mathop lim limits_ x to + infty f left x right = + 0 .khang dinh nao sau day la khang dinh dung? answers: do thi ham so da cho co hai tiem can ngang la cac duong thang y = 0 va y = + 0 | do thi ham so da cho co hai tiem can ngang la cac duong thang x = 0 va x = + 0 | do thi ham so da cho khong co tiem can ngang | do thi ham so da cho co dung 0 tiem can ngang,answers: do thi ham so da cho co hai tiem can ngang la cac duong thang y = 0 va y = + 0 | do thi ham so da cho co hai tiem can ngang la cac duong thang x = 0 va x = + 0 | do thi ham so da cho khong co tiem can ngang | do thi ham so da cho co dung 0 tiem can ngang
H03,"cho hinh chop s.abc co day la tam giac abc thoa man ab = ac = 0, widehat bac = 0^ circ . mat phang left p right song song voi left abc right cat doan sa tai m sao cho sm = 0ma. dien tich thiet dien cua left p right va hinh chop s.abc bang bao nhieu answers: frac 0 0 . | frac 0 0 . | frac 0 0 . | 0.",answers: frac 0 0 . | frac 0 0 . | frac 0 0 . | 0.
D03,tim so hang chua x^0 trong khai trien left x + frac 0 x right ^ 0 . answers: + c_ 0 ^0 x^0 . | + c_ 0 ^0. | + c_ 0 ^0 x^0 . | c_ 0 ^0 x^0 .,answers: + c_ 0 ^0 x^0 . | + c_ 0 ^0. | + c_ 0 ^0 x^0 . | c_ 0 ^0 x^0 .
D07,"xet tinh don dieu cua ham so y = frac x + 0 x + 0 answers: ham so dong bien tren left 0;
+ infty right | ham so nghich bien bien tren left + infty ;0 right va
 left 0;
+ infty right | ham so nghich bien tren left 0;
+ infty right | ham so dong bien tren left + infty ;0 right va 
 left 0;
+ infty right","answers: ham so dong bien tren left 0;
+ infty right | ham so nghich bien bien tren left + infty ;0 right va
 left 0;
+ infty right | ham so nghich bien tren left 0;
+ infty right | ham so dong bien tren left + infty ;0 right va 
 left 0;
+ infty right"
D03,"tu khai trien bieu thuc p = left 0x + 0 right ^ 0 thanh da thuc,hay tinh tong cac he so cua cac so hang chua x co luy thua chan answers: 0^ 0 + 0^ 0 | frac 0^ 0 + 0^ 0 0 | frac 0^ 0 + 0^ 0 0 | 0^ 0",answers: 0^ 0 + 0^ 0 | frac 0^ 0 + 0^ 0 0 | frac 0^ 0 + 0^ 0 0 | 0^ 0
H03,"cho tu dien abcd . goi m,n la trung diem ab, cd. a' la trong tam tam giac bcd. aa' cat mn tai g. tinh ti so k = frac ga' ga answers: k = frac 0 0 | k = frac 0 0 | k = frac 0 0 | k = 0",answers: k = frac 0 0 | k = frac 0 0 | k = frac 0 0 | k = 0
H06,cho hinh lap phuong abcd.a'b'c'd' canh a. hay tinh the tich khoi tru co 0 day la duong tron noi tiep abcd va a'b'c'd' answers: frac pi a^0 0 | frac 0 pi a^0 0 | pi a^0 | frac 0 pi a^0 0 | dap an khac...,answers: frac pi a^0 0 | frac 0 pi a^0 0 | pi a^0 | frac 0 pi a^0 0 | dap an khac...
D07,cho ham so y = frac sqrt x^0 + 0x x + 0 . tong so tiem can dung va tiem can ngang cua do thi ham so la: answers:0 | 0 | 0 | 0,answers:0 | 0 | 0 | 0
H04,cho s.abcd co sa ? day. sa = a.day la hinh thang vuong o a va d. ad = dc = frac ab 0 = a . tinh khoang cach tu a den mat phang sbd theo a answers: a sqrt frac 0 0 | frac 0 text a 0 | a sqrt 0 | frac a sqrt 0,answers: a sqrt frac 0 0 | frac 0 text a 0 | a sqrt 0 | frac a sqrt 0
D05,cho ham so f x = left begin gathered frac a x + 0 left x leqslant 0 right hfill frac + 0 x left x > 0 right hfill end gathered right. tim a de ham so lien tuc tren toan truc so answers:+0 | +0 | 0 | 0,answers:+0 | +0 | 0 | 0
H04,"cho hinh hop abcd.efgh . goi i la tam hinh binh hanh abef va k la tam hinh binh hanh bcgf . overrightarrow ik , overrightarrow gf dong phang voi vec to nao sau day answers: overrightarrow bd | overrightarrow ak | overrightarrow ek | overrightarrow gc",answers: overrightarrow bd | overrightarrow ak | overrightarrow ek | overrightarrow gc
D07,goi m va m lan luot la gtln va gtnn cua ham so y = 0 x^0 + 0 x^0 + 0x + 0 tren doan left + 0;0 right . ti so frac m m bang: answers: + 0 | frac + 0 0 | frac + 0 0 | + 0,answers: + 0 | frac + 0 0 | frac + 0 0 | + 0
D05,"phat bieu nao trong cac phat bieu sau la dung. mathop lim limits_ x to 0 frac sqrt x + 0 + 0 sin left x + 0 right = frac 0 0 i va mathop lim limits_ x to 0 frac sin 0x sqrt 0 + x + 0 = + 0 ii answers: i dung, ii sai | i sai, ii dung | i sai, ii sai | i dung, ii dung | dap an khac...","answers: i dung, ii sai | i sai, ii dung | i sai, ii sai | i dung, ii dung | dap an khac..."
D04,cho cap so cong co so hang tong quat u_n = 0 + n . tinh s_ 0 + s_0 answers:0 | 0 | 0 | 0,answers:0 | 0 | 0 | 0
D01,voi gia tri nao cua m thi phuong trinh text tanx = m co nghiem? answers: m in left 0;0 right | forall m | m in left + 0;0 right | m in left + 0;0 right,answers: m in left 0;0 right | forall m | m in left + 0;0 right | m in left + 0;0 right
D03,khai trien p = left x + 0 x^0 right ^0 thanh tong cac don thuc answers: x^0 + 0 x^0 + 0x + 0 x^0 + 0 x^0 + 0 x^ 0 | x^0 + 0 x^0 + 0 x^0 + 0 x^0 + 0 x^0 + 0 x^ 0 | x^0 + 0 x^0 + 0 x^0 + 0 x^0 + 0 x^0 + 0 x^ 0 | x^0 + 0 x^0 + 0 x^0 + 0 x^0 + 0 x^0 + 0 x^ 0,answers: x^0 + 0 x^0 + 0x + 0 x^0 + 0 x^0 + 0 x^ 0 | x^0 + 0 x^0 + 0 x^0 + 0 x^0 + 0 x^0 + 0 x^ 0 | x^0 + 0 x^0 + 0 x^0 + 0 x^0 + 0 x^0 + 0 x^ 0 | x^0 + 0 x^0 + 0 x^0 + 0 x^0 + 0 x^0 + 0 x^ 0
H07,"cho tam giac abc vuong tai b co ab = a, overset lower0.0em hbox smash scriptscriptstyle frown a = 0^0 . quay tam giac nay xung quanh canh ab. dien tich toan phan cua hinh non duoc tao thanh la: answers: 0 pi a^0 | frac 0 pi a^0 0 | pi a^0 | sqrt 0 pi a^0",answers: 0 pi a^0 | frac 0 pi a^0 0 | pi a^0 | sqrt 0 pi a^0
D09,tim nguyen ham int f left x right d left 0x right voi f left x right = tan left 0x right + cos ^0 left 0x right : answers: + frac 0 0 ln left| cos left 0x right right| + frac 0 0 cos left 0x right + frac 0 0 x + c | + frac 0 0 ln left| cos left 0x right right| + frac 0 0 sin left 0x right + frac 0 0 x + c | + frac 0 0 ln left| cos left 0x right right| + frac 0 0 cos left 0x right + frac 0 0 x + c | + ln left| cos left 0x right right| + frac 0 0 sin left 0x right + frac 0 0 x + c,answers: + frac 0 0 ln left| cos left 0x right right| + frac 0 0 cos left 0x right + frac 0 0 x + c | + frac 0 0 ln left| cos left 0x right right| + frac 0 0 sin left 0x right + frac 0 0 x + c | + frac 0 0 ln left| cos left 0x right right| + frac 0 0 cos left 0x right + frac 0 0 x + c | + ln left| cos left 0x right right| + frac 0 0 sin left 0x right + frac 0 0 x + c
D08,rut gon bieu thuc : a = left ln a + log _a e right ^0 + ln ^0 a + log _a^0e answers: ln ^0 a + 0 | 0 + 0 log _a^0e | 0 ln ^0 a + 0 | ln ^0 a + log _a^0e,answers: ln ^0 a + 0 | 0 + 0 log _a^0e | 0 ln ^0 a + 0 | ln ^0 a + log _a^0e
D10,"cho hai so phuc z_0 = a_0 + b_0 i, z_0 = a_0 + b_0 i . hay tim dieu kien cua a_0 , a_0 de cac diem bieu dien cua z_0 va z_0 doi xung nhau qua truc oy answers: a_0 = a_0 , + b_0 = b_0 | a_0 = a_0 , b_0 = b_0 | a_0 = + a_0 , b_0 = b_0 | a_0 = + a_0 , b_0 = + b_0","answers: a_0 = a_0 , + b_0 = b_0 | a_0 = a_0 , b_0 = b_0 | a_0 = + a_0 , b_0 = b_0 | a_0 = + a_0 , b_0 = + b_0"
